5	5	5
5	7.2	5.45333
5.44	9.50908	6.19708
6.25382	12.0459	7.37323
7.41224	14.8628	9.18332
8.90235	17.9158	11.8834
10.705	21.0081	15.7475
12.7657	23.7161	20.9626
14.9558	25.3468	27.4262
17.034	25.0353	34.4925
18.6342	22.115	40.8948
19.3304	16.6874	45.1653
18.8018	9.89892	46.4788
17.0212	3.41031	45.1609
14.299	-1.56558	42.3046
11.1261	-4.71735	38.9986
7.95742	-6.37341	35.9044
5.09125	-7.05081	33.2715
2.66284	-7.19054	31.1141
0.692166	-7.08983	29.3565
-0.864234	-6.92459	27.9105
-2.07631	-6.78981	26.7039
-3.01901	-6.73227	25.6862
-3.76166	-6.7717	24.8257
-4.36367	-6.9133	24.105
-4.87359	-7.15468	23.5168
-5.32981	-7.48948	23.0609
-5.76174	-7.90884	22.7424
-6.19116	-8.40167	22.5698
-6.63327	-8.95404	22.554
-7.09742	-9.54802	22.7064
-7.58754	-10.1604	23.0372
-8.1021	-10.7613	23.5524
-8.63395	-11.3141	24.25
-9.16998	-11.7756	25.1163
-9.6911	-12.099	26.1218
-10.1727	-12.2392	27.2187
-10.586	-12.1598	28.3415
-10.9007	-11.8421	29.4117
-11.089	-11.2922	30.3475
-11.1297	-10.5438	31.0759
-11.0125	-9.65546	31.5452
-10.7411	-8.70077	31.7319
-10.333	-7.75552	31.6423
-9.81752	-6.88525	31.3066
-9.23107	-6.13708	30.77
-8.61227	-5.53723	30.0826
-7.99726	-5.09337	29.2929
-7.41648	-4.79973	28.4426
-6.89313	-4.64272	27.5657
-6.44305	-4.60584	26.689
-6.07561	-4.67302	25.8334
-5.79509	-4.83067	25.0155
-5.60221	-5.06845	24.2493
-5.49545	-5.37932	23.5472
-5.47223	-5.75907	22.9216
-5.52959	-6.20551	22.3854
-5.66478	-6.7175	21.9526
-5.87532	-7.29376	21.6389
-6.15901	-7.93145	21.4618
-6.5135	-8.62455	21.4407
-6.93571	-9.36193	21.5958
-7.42095	-10.1252	21.9468
-7.9618	-10.8866	22.5098
-8.54676	-11.6073	23.2934
-9.15887	-12.2373	24.2927
-9.77455	-12.7173	25.4832
-10.3631	-12.9846	26.8153
-10.8874	-12.9829	28.2122
-11.3065	-12.6752	29.5738
-11.5802	-12.0572	30.789
-11.6756	-11.1648	31.754
-11.5735	-10.0726	32.392
-11.2733	-8.88088	32.6668
-10.7948	-7.69573	32.586
-10.175	-6.60856	32.1929
-9.46171	-5.68295	31.5514
-8.70596	-4.95093	30.7307
-7.95495	-4.41746	29.7945
-7.24745	-4.06899	28.7953
-6.61176	-3.88245	27.7729
-6.0659	-3.83235	26.7566
-5.61919	-3.89543	25.7674
-5.27444	-4.05304	24.8207
-5.03016	-4.29182	23.9287
-4.88249	-4.60355	23.102
-4.8267	-4.9843	22.3511
-4.85822	-5.43349	21.687
-4.97327	-5.95275	21.1224
-5.16917	-6.54472	20.6725
-5.44428	-7.21168	20.3552
-5.79776	-7.9539	20.1919
-6.22899	-8.76756	20.2073
-6.7367	-9.64215	20.4287
-7.31779	-10.5574	20.8843
-7.96572	-11.4799	21.5994
-8.66855	-12.36	22.5903
-9.40684	-13.1306	23.8558
-10.1516	-13.7094	25.3669
-10.8631	-14.0072	27.0573
-11.492	-13.9438	28.819
-11.9823	-13.4686	30.5097
-12.2796	-12.5829	31.9728
-12.3402	-11.3507	33.069
-12.1423	-9.89271	33.7077
-11.6924	-8.36012	33.865
-11.026	-6.89958	33.5803
-10.2007	-5.62312	32.9366
-9.28517	-4.59392	32.0331
-8.34692	-3.82877	30.9638
